     -7.38246600       0.78325800
      5.10084200       1.52185800
      9.83767500      -1.03373100
    -15.10909400       0.52571200
     -2.11509900       5.07147500
      1.25845400       0.22366500
     14.32131300     -23.69701000
     -4.38104200      -2.95381900
     16.40207500       5.43823700
      1.31957700     -16.80023600
    -41.06513600      44.97765000
      3.79842500     -19.36727700
     -0.16260500      -0.63847000
    557.03247100     122.38972500
      9.95813300     -45.19717800
      3.75011100      -1.90739800
      1.21078700       1.89050000
     -6.93371000      -4.04165300
     11.02023700      92.73709900
    -14.08530500      -0.33826600
     10.41872600      -2.52039600
      5.64566300      -0.80787000
      2.80701000      -3.68169100
      6.90532000       1.74724300
     -8.43612500     -13.46011400
    -20.82912300      -5.04694300
      1.26130400       4.34203900
     11.72975300       9.91634400
      7.53982700       4.27249700
   -870.08624300     441.18521100
    -10.28197700      -0.42902800
      1.01511900       7.37786300
     -4.63132900       5.27373800
      6.91653200      -6.73814900
     12.47961100      -6.35559500
      4.06504500       1.42449100
    -12.65094400       4.58867500
      2.23777800      -5.84292000
     32.98772000     -47.96086500
    -22.18509100      -5.75956400
    -35.05980700      40.55130000
    -23.39205400       1.21855800
    -44.98533600     -25.73009900
     -3.56290800     -17.67857600
      0.91881700       0.45947500
      5.72607300       1.12234200
   -197.69158900      18.19760500
    -40.58432000     -28.14763800
     -4.31134500       4.17009500
     -0.96146600      -0.40417200
     11.23374700     -11.55051700
     -9.37457300     -18.21731900
     -7.65783900       6.15044700
     -7.51591400      -8.39038000
      7.31316900      -1.83360100
    -19.00819600      51.19924900
      2.90660500       0.49243000
      5.89766500      -8.35111900
      2.42611500      -1.87145400
     16.92503500      84.27816000
     17.80537200      31.73005900
      5.78261300      -0.02222000
     12.00633300      17.30767300
      0.47823900      -9.12242600
    -17.30250900      -7.91477300
      2.34104400       7.51807500
     25.27175100      30.63200600
    -13.71476800      21.47739400
   -259.42373700      49.74738300
      4.38373200      -5.30419100
    239.46415700     -29.50827600
     -9.83024700       4.00923300
     22.36386500     -37.41178900
      5.39617900      -2.92093500
      0.36145200      32.85314900
    -61.57686600     -23.70090100
     20.60291900      -6.97499000
      7.31007400       2.24449200
      2.84103400       2.68528300
     12.59697900       3.62396900
     18.18458400     -23.09159700
    -11.48886300     -48.01936000
     -6.23626600       8.86519700
    -94.65009300     -69.87953900
     -1.72881000       7.04541500
     -3.31092100      -0.48497200
   -142.73123200      88.06663500
    -13.59761200     -11.73721100
     -7.72684500      18.20564800
     -3.33042800      14.09275000
      7.12116200      -0.79380900
    -14.63836800       4.81582200
    -19.82898100     117.78752100
    -25.77032500      24.90687000
      6.97042400      -8.46573600
      1.54274400      -6.54625400
     35.54714600       5.13724300
     41.43154500      -4.89798500
     53.45172100      20.29011700
      3.57038900       2.49688600
     -2.97352000      -1.20691700
     14.19768900       5.46064100
     57.09158700    -117.42469000
    -26.31054500       4.94444000
     -7.32760200       0.99518600
    -14.56613400      65.96689600
     10.12954200      -9.05322600
      3.05842800       7.14895800
     29.65841700      -5.22549400
    -16.31900800       3.32225100
      4.95648100       4.10651200
    -14.49400700       3.64121600
     17.59270700      12.08287800
     -0.39983500      -2.18349300
      6.08133400      22.54353500
      1.02248900      -1.52841700
     10.12443900       2.47176000
    -13.83235200      -2.02935400
     -3.98579700      -0.00637800
    -66.79318200    -202.70172100
      1.32049800       2.73601600
    -14.67606600      -1.59851200
      8.43912100     -14.39662000
      1.75233400       0.11565400
     14.79460200       1.92164300
    -29.96912600     117.54104600
      1.26359100     -16.44630200
     97.09481000    -225.98669400
     -4.95836300       1.50947000
     40.53798300      58.56026800
     -0.82177000       4.16542700
      0.20667800       1.10978700
     -8.94346700       2.27306200
      5.04198400      10.15123300
     17.38426400     -12.30435600
      2.56886400       2.63722000
    -34.40262600      -7.07737600
     -4.48746200      13.68849500
     23.88870800      63.87475600
     -5.54756500      -2.03428400
      1.06827400       0.99724800
     81.72188600      18.17401700
      9.91817200     -10.06252500
   -106.71488200     -35.38019600
     25.14686000     -41.69969600
     -0.99676200       4.16066600
    115.98979200     106.62530500
     -3.13720100       1.09240700
     -4.06340300      -7.64578500
     -5.45135500       5.91811200
     -4.42180300     -10.53312200
     30.19225100      -1.80357300
     -0.92150300      -5.77842700
      4.09983800       5.30284400
      5.55147400      -5.00833200
    171.09362800     -59.06811500
     62.61232400     -33.78306600
      4.17674800       4.25932700
      1.38385700      -1.86426700
    -30.78348000    -103.08118400
     -0.40354800       7.04133900
     -1.17010200      -1.27554800
     17.74838300     -11.90479800
    -83.56183600     -33.69494600
    -23.22238500       3.77384900
    -14.68281600      38.91278500
    -22.49909000      78.75441700
      0.94406500      12.38957200
      3.11905900       1.27899400
     12.01365600      -7.95499300
